Fecha evento,Longitud,Latitud,Elevacion,Pendiente,Direccion,Barrio,Cobertura del suelo,Zonificacion,Unidad Geologica del Suelo,P_24_Horas,P_7_Dias,P_15_Dias,P_30_Dias,P_60_Dias,P_90_Dias
3/20/2021,-76.55678,3.37452,1061.743042,52.19571686,C 2B Bis Oeste # 94B - 58,Alto Jordan,Zonas urbanas continuas,Riesgo medio,Lateritas Formacion Volcanica,7.4,42.4,183.0,304.1,386.8,463
3/20/2021,-76.556746,3.374762,1070.924927,45.23475647,C 22 Oeste Bis # 13 - 30,Alto Jordan,Zonas urbanas continuas,Riesgo medio,Lateritas Formacion Volcanica,7.4,42.4,183.0,304.1,386.8,463
3/20/2021,-76.5538,3.4217,998.8415527,7.654489517,Calle 22 oeste # 49bis - 22,Siloe - Sultana,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,4.0,64.0,367.0,562.0,606.0,764
3/20/2021,-76.56625,3.42033,1096.00354,31.32217407,Carrera 53 oeste No 13 - 26,Brisas de Mayo Pascualito,Zonas urbanas continuas,Riesgo medio,Formacion Volcanica,4.0,64.0,367.0,562.0,606.0,764
3/20/2021,-76.56436,3.42013,1039.853149,44.37932968,calle 13 oeste No 52 B 15,Brisas de Mayo,Otras superficies artificiales sin construcción,Riesgo alto,Formacion Volcanica,4.0,64.0,367.0,562.0,606.0,764
3/22/2021,-76.56,3.4203,1030.11084,21.26866341,Carrerra 50A #9-08,Lleras Carmargo,Zonas urbanas continuas,Riesgo medio,Formacion Volcanica,14.0,197.0,366.0,583.0,746.0,908
3/22/2021,-76.560006,3.420457,1033.892578,25.81089783,Calle 8 Oeste #50A -42,Tierra Blanca,Zonas urbanas continuas,Riesgo medio,Formacion Volcanica,14.0,197.0,366.0,583.0,746.0,908
3/22/2021,-76.560361,3.419147,1002.263184,41.84606171,Calle 9 Oeste #50-87,El Cortijo - Sector Los Buidos,Zonas urbanas continuas,Riesgo medio,Formacion Volcanica,14.0,197.0,366.0,583.0,746.0,908
3/22/2021,-76.564124,3.423916,1135.829224,48.38480759,K 46 Oeste # 20B - 14,Siloe - La Sultanita,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,14.0,197.0,366.0,583.0,746.0,908
3/22/2021,-76.5643,3.4237,1124.440186,76.45881653,K 46 # 20c - 02 Oeste,Siloe - La Sultana,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,14.0,197.0,366.0,583.0,746.0,908
3/22/2021,-76.563998,3.423804,1129.608521,23.7950592,K 46 Bis # 20B - 10,Siloe - La Sultanita,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,14.0,197.0,366.0,583.0,746.0,908
3/22/2021,-76.563916,3.423876,1130.067871,40.12782669,K 46 # 20B -10,Siloe - La Sultanita,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,14.0,197.0,366.0,583.0,746.0,908
3/22/2021,-76.56561,3.42286,1121.603394,24.34382629,K 46 # 22 - 16,Siloe - La Sultana,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,14.0,197.0,366.0,583.0,746.0,908
3/22/2021,-76.5564,3.428493,1076.811646,17.26451111,C 7 Oeste 40B-12,San Francisco- Siloe,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,14.0,197.0,366.0,583.0,746.0,908
3/23/2021,-76.557233,3.417652,988.3206787,30.53203964,Carrera 50 Oeste # 6B-61,Sector Los Pomos - Siloe,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,1.2,100.8,205.0,315.2,386.6,530
3/23/2021,-76.5573,3.419184,1027.704834,60.61834717,Calle 6 C Oeste # 50-19,Sector Los Pomos - Siloe,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.556767,3.418631,1002.699341,34.96457291,Calle 6B Oeste # 50-48,Sector Los Pomos - Siloe,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.557106,3.418991,1011.954834,39.04415894,Calle 6B Oeste # 50-30,Sector Los Pomos - Siloe,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.557377,3.418881,1021.169434,62.76224518,Calle 6B Oeste # 50-40,Sector Los Pomos - Siloe,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.557632,3.418244,1006.680603,53.83190155,Carrera 51 Oeste # 6A-45,Tierra Blanca,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,1.2,100.8,205.0,315.2,386.6,530
3/23/2021,76.556028,3.416647,979.6134033,5.064775467,Carrera 51 6B bis # 10 Oeste,Sector Los Pomos - Siloe,Zonas urbanas continuas,Riesgo bajo,Cono aluvial rio Melendez,1.2,100.8,205.0,315.2,386.6,530
3/23/2021,-76.557975,3.418447,1030.654663,66.0162735,Carrera 51 # 6b Bis -35 Oeste,Sector Los Pomos - Siloe,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,1.2,100.8,205.0,315.2,386.6,530
3/23/2021,-76.557938,3.418435,1027.893188,64.39844513,Carrera 51 # 6b Bis -31 Oeste,Sector Los Pomos - Siloe,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,1.2,100.8,205.0,315.2,386.6,530
3/23/2021,-76.557814,3.418393,1019.130005,51.09760284,Calle 6 Oeste bis # 51-02,Sector Los Pomos - Siloe,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,1.2,100.8,205.0,315.2,386.6,530
3/23/2021,-76.557657,3.417722,991.6612549,27.29080963,Carrera 51 # 6A-37 Oeste,Sector Los Pomos - Siloe,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,1.2,100.8,205.0,315.2,386.6,530
3/23/2021,-76.560529,3.416638,982.6674805,12.69762897,K 52 Oeste No. 9 - 17,Brisas de Mayo,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,1.2,100.8,205.0,315.2,386.6,530
3/23/2021,-76.560538,3.416696,983.1633911,13.13038445,K52 No. 9 - 17,Brisas de Mayo,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,1.2,100.8,205.0,315.2,386.6,530
3/23/2021,-76.560358,3.416676,982.0982666,4.903091908,K 52 Oeste No. 9 - 21,Lleras Camargo,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,1.2,100.8,205.0,315.2,386.6,530
3/23/2021,-76.563322,3.418546,1004.18335,21.6445694,C 19 Oeste No 51 D 23,Lleras Camargo - La Panelera,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,1.2,100.8,205.0,315.2,386.6,530
3/23/2021,-76.564239,3.419334,1032.367554,38.94662094,C 12 A Oeste No. 52 C 11,Lleras Camargo - La Panelera,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.565484,3.420624,1073.799316,21.78953934,C 25 C No. 49 Oeste 17,Arboleda parte baja,Otras superficies artificiales sin construcción,Riesgo alto,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.562462,3.4177,1000.702759,10.08987522,C 15 K 53 No. 52B 10,Brisas de Mayo,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,1.2,100.8,205.0,315.2,386.6,530
3/23/2021,-76.5573,3.4258,1109.522949,13.98766136,Calle 6 oeste # 40C-24,Siloe - Betania,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.5578,3.4236,1137.671021,49.05119324,Cra 42 # 71-19,Siloe - La Estrella,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.5584,3.4223,1136.962646,48.10389709,Calle 8 oeste # 43-09,Siloe - La Estrella,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.5561,3.425,1102.062256,31.51209068,Cra 42c # 5b-15,Siloe - San Francisco,Zonas urbanas continuas,Riesgo medio,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.5565,3.4261,1093.687866,56.70278549,Cra 40# 5B-45,Siloe - Colonia,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.5569,3.4245,1111.972778,15.04483128,Calle 6 oeste # 42-40,Siloe - Andes,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.553445,3.423443,990.2617798,12.735116,Calle 1a oeste # 42-51,Siloe - Nave,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.564,3.4233,1115.841187,13.69638252,K 46 Oeste # 20c-02,La Sultanita,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.5633,3.4226,1087.091919,19.2490387,C 18 Oeste # 49b-02,La Sultana,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.5651,3.422,1086.399536,16.06889915,K 49 Oeste # 23-11,La Arboleda,Otras superficies artificiales sin construcción,Riesgo alto,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.5636,3.4219,1082.276611,54.72680283,C 22 Oeste # 49b-25,La Sultana,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.563731,3.384621,1168.460327,34.30477524,K 83D Oeste Casa 63,Alto N�poles - Tanque 3,Zonas urbanas continuas,Amenaza alta,Formacion Guachinte,7.6,83.5,213.5,343.7,452.1,531
3/23/2021,-76.563572,3.384635,1161.213745,54.44300842,Tanque 3,Alto N�poles - Tanque 3,Zonas urbanas continuas,Riesgo alto,Formacion Guachinte,7.6,83.5,213.5,343.7,452.1,531
3/23/2021,-76.564178,3.384217,1176.374268,56.9627533,K 83D Oeste Casa 65,Alto N�poles - Tanque 3,Zonas urbanas continuas,Riesgo alto,Formacion Guachinte,7.6,83.5,213.5,343.7,452.1,531
3/23/2021,-76.56418,3.384216,1176.433594,56.84809875,K 83D Oeste Casa 68,Alto N�poles - Tanque 3,Zonas urbanas continuas,Riesgo alto,Formacion Guachinte,7.6,83.5,213.5,343.7,452.1,531
3/23/2021,-76.564181,3.384205,1176.099365,57.07576752,K 83D Oeste sin #,Alto N�poles - Tanque 3,Zonas urbanas continuas,Riesgo alto,Formacion Guachinte,7.6,83.5,213.5,343.7,452.1,531
3/23/2021,-76.56234,3.385995,1112.034912,41.48883438,C 38 79 - 11 casa 302,Alto N�poles - Sector Tamayo,Zonas urbanas continuas,Riesgo alto,Formacion Guachinte,7.6,83.5,213.5,343.7,452.1,531
3/23/2021,-76.561095,3.385445,1081.522339,13.61056805,C 3 Oeste 80B - 22,Alto N�poles - Sal�n Azul,Zonas urbanas continuas,Riesgo alto,Formacion Guachinte,7.6,83.5,213.5,343.7,452.1,531
3/23/2021,-76.563156,3.391781,1109.965332,42.9440155,Manzana 5 alfrente de la casa 204,Las Veraneras,Zonas urbanas continuas,Riesgo alto,Formacion Guachinte,7.6,83.5,213.5,343.7,452.1,531
3/23/2021,-76.562844,3.394577,1036.462402,9.237675667,K 70 Oeste 4D - 24,Las Veraneras,Bosque mixto denso bajo de tierra firme,Amenaza media,Formacion Guachinte,7.6,83.5,213.5,343.7,452.1,531
3/23/2021,-76.562252,3.387848,1076.783447,23.86061287,Manzana 5 Casa 255,Las Veraneras,Zonas urbanas continuas,Riesgo medio,Formacion Guachinte,7.6,83.5,213.5,343.7,452.1,531
3/23/2021,-76.562394,3.387569,1088.281738,64.5229187,"Manzana 2, casa 7",Las Veraneras,Zonas urbanas continuas,Riesgo medio,Formacion Guachinte,7.6,83.5,213.5,343.7,452.1,531
3/23/2021,-76.563193,3.388184,1100.818359,18.8816433,C 4D Oeste 71 - 05,Las Veraneras,Zonas urbanas continuas,Riesgo medio,Formacion Guachinte,7.6,83.5,213.5,343.7,452.1,531
3/23/2021,-76.562944,3.388068,1092.714355,33.55766678,C 4B Oeste 71 - 12,Las Veraneras,Zonas urbanas continuas,Riesgo medio,Formacion Guachinte,7.6,83.5,213.5,343.7,452.1,531
3/23/2021,-76.561839,3.387879,1079.963379,43.09729004,C 4B Oeste 71 - 07,Las Veraneras,Zonas urbanas continuas,Riesgo bajo,Formacion Guachinte,7.6,83.5,213.5,343.7,452.1,531
3/23/2021,-76.56386,3.39283,1080.574585,41.82442856,C 4B Oeste 73A - 05,Las Veraneras,Bosque mixto denso bajo de tierra firme,Amenaza alta,Formacion Guachinte,7.6,83.5,213.5,343.7,452.1,531
3/23/2021,-76.56287,3.393298,1050.011597,19.03824043,Manzana 2 casa 8,Las minas,Zonas urbanas continuas,Riesgo alto,Formacion Guachinte,7.6,83.5,213.5,343.7,452.1,531
3/23/2021,-76.562398,3.392002,1099.222412,36.79383087,sin nomenclatura,Alto de la Cruz,Zonas urbanas continuas,Riesgo alto,Formacion Guachinte,7.6,83.5,213.5,343.7,452.1,531
3/23/2021,-76.564001,3.422783,1106.866943,15.82140446,K 46A Oeste # 46a-32,Siloe - Tierra Blanca,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.562407,3.4236,1108.013672,3.538648605,K 44 # 18 - 2E Oeste,Lleras Camargo - Sector Los Pozos,Vegetación secundaria o transición,Riesgo alto,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.55867,3.419246,1048.901489,74.6686554,C 7 Oeste # 49 - 98,Tierra Blanca - sector La Ca�ada,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.5582,3.4195,1066.464478,21.97598839,C 70 # 49b-65,Tierra Blanca - sector La Ca�ada,Zonas urbanas continuas,Riesgo medio,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.5583,3.4196,1069.145996,6.517336845,C 70 # 49b-63,Tierra Blanca - sector La Ca�ada,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.562077,3.423266,1113.838623,36.54125977,C 11 # 43-48,Lleras Camargo,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.560693,3.425139,1208.947266,22.18996239,K 45 # 15 - 36,Lleras Camargo - Los pozoz,Vegetación secundaria o transición,Amenaza alta,Lateritas Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.56172,3.426197,1206.173462,37.61865997,K 44 # 19 - 52,Lleras Camargo - Los pozoz,Vegetación secundaria o transición,Amenaza media,Lateritas Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.563134,3.420978,1066.44043,17.88010406,C 18 w Oeste,Lleras Camargo - Los pozoz,Zonas urbanas continuas,Riesgo medio,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
44278,-76.559559,3.418759,1021.843628,36.09079742,C 18 Oeste # 50A - 10,Lleras Camargo - Los Chorros,Zonas urbanas continuas,Riesgo medio,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.56508,3.41564,1037.846802,14.3763504,Carrera 54 D Diagonal 45 A20,Pueblo Joven,Zonas urbanas continuas,Riesgo bajo,Lateritas Formacion Volcanica,1.2,100.8,205.0,315.2,386.6,530
3/23/2021,-76.56559,3.41679,1043.213867,28.31174469,Diagonal 45 oeste No 54 - 08,Pueblo Joven,Zonas urbanas continuas,Riesgo alto,Lateritas Formacion Volcanica,1.2,100.8,205.0,315.2,386.6,530
3/23/2021,-76.56461,3.41672,1020.868958,55.93296051,Carrera 54 A oeste No 47 - 29,Pueblo Joven,Zonas urbanas continuas,Riesgo alto,Lateritas Formacion Volcanica,1.2,100.8,205.0,315.2,386.6,530
3/23/2021,-76.565153,3.420605,1071.051514,16.48756409,Calle 25 C oeste No 49 - 17,La Arboleda Brisas de Mayo,Otras superficies artificiales sin construcción,Riesgo alto,Formacion Volcanica,10.0,193.0,311.0,583.0,735.0,918
3/23/2021,-76.56456,3.41653,1022.830017,47.4755249,Carrera 54 Aoeste No. 14 A - 26,Pueblo Joven,Zonas urbanas continuas,Riesgo bajo,Lateritas Formacion Volcanica,1.2,100.8,205.0,315.2,386.6,530
3/23/2021,-76.56531,3.41578,1041.295288,18.44807434,Carrera 54 E oeste No. 45 A 17,Pueblo Joven,Zonas urbanas continuas,Riesgo bajo,Lateritas Formacion Volcanica,1.2,100.8,205.0,315.2,386.6,530
3/23/2021,-76.56536,3.41573,1041.403198,13.70827961,Carrera 54 E oeste No. 45 A 11,Pueblo Joven,Zonas urbanas continuas,Riesgo bajo,Lateritas Formacion Volcanica,1.2,100.8,205.0,315.2,386.6,530
3/23/2021,-76.5672,3.40951,991.5223389,9.668688774,Calle 17 oeste No 55 - 16,Bella Suiza,Bosque mixto denso bajo de tierra firme,Amenaza baja,Formacion Volcanica,1.2,100.8,205.0,315.2,386.6,530
3/23/2021,-76.56676,3.40971,990.1463623,4.896905422,Calle 17 B oeste No 55 - 72,Bella Suiza,Zonas urbanas discontinuas,Riesgo bajo,Formacion Volcanica,1.2,100.8,205.0,315.2,386.6,530
3/23/2021,-76.56739,3.40958,991.1411133,2.978758097,Calle 17 B oeste No 55 - 56,Bella Suiza,Bosque mixto denso bajo de tierra firme,Amenaza baja,Formacion Volcanica,1.2,100.8,205.0,315.2,386.6,530
3/23/2021,-76.56722,3.40947,991.8106689,5.573441982,Calle 17 B oeste No. 55 - 48,Bella Suiza,Bosque mixto denso bajo de tierra firme,Riesgo bajo,Formacion Volcanica,1.2,100.8,205.0,315.2,386.6,530
3/23/2021,-76.56724,3.40978,989.6017456,18.54602623,Calle 17 B oeste No 55 - 66,Bella Suiza,Zonas urbanas discontinuas,Amenaza baja,Formacion Volcanica,1.2,100.8,205.0,315.2,386.6,530
3/23/2021,-76.56702,3.40998,988.4727783,6.417994499,Calle 17 B oeste No 55 - 24,Bella Suiza,Zonas urbanas discontinuas,Riesgo bajo,Formacion Volcanica,1.2,100.8,205.0,315.2,386.6,530
3/23/2021,-76.56688,3.40973,989.9190674,11.59294796,Calle 17 B oeste No 55 - 32,Bella Suiza,Zonas urbanas discontinuas,Riesgo bajo,Formacion Volcanica,1.2,100.8,205.0,315.2,386.6,530
3/22/2021,-76.555807,3.427046,1062.033203,76.37886047,C 6 Oeste # 39A -56,Belen - Siloe,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,14.0,197.0,366.0,583.0,746.0,908
3/22/2021,-76.555398,3.426863,1053.134277,68.53347015,C 6 Oeste #39A- 55,Belen - Siloe,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,14.0,197.0,366.0,583.0,746.0,908
3/22/2021,-76.555482,3.426767,1048.873657,88.78195953,C 6 Oeste # 39A-52,Belen - Siloe,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,14.0,197.0,366.0,583.0,746.0,908
3/22/2021,-76.555467,3.426752,1046.840332,89.23799896,C 6 A #39A-46,Belen - Siloe,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,14.0,197.0,366.0,583.0,746.0,908
3/22/2021,-76.555874,3.427027,1055.716187,65.0245285,C 6 # 39A- 65,Belen - Siloe,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,14.0,197.0,366.0,583.0,746.0,908
3/22/2021,-76.555853,3.427452,1066.209351,55.48162079,C 6 Oeste,Belen - Siloe,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,14.0,197.0,366.0,583.0,746.0,908
3/22/2021,-76.555706,3.425663,1068.914063,40.61170197,K 40 Oeste #5-25,Belen - Siloe,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,14.0,197.0,366.0,583.0,746.0,908
3/22/2021,-76.555739,3.425372,1074.044434,47.1623497,C 5B Oeste #40C-30,Los Balsos- Siloe,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,14.0,197.0,366.0,583.0,746.0,908
3/22/2021,-76.555744,3.425488,1072.87854,45.95119095,K 40C #5- 30 Oeste,Los Balsos- Siloe,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,14.0,197.0,366.0,583.0,746.0,908
3/22/2021,-76.556422,3.428065,1085.084961,58.29159546,K 40 B Oeste #7- 50,San Francisco- Siloe,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,14.0,197.0,366.0,583.0,746.0,908
3/22/2021,-76.557357,3.42821,1111.244873,61.164814,K 40B Oeste #7-64,San Francisco- Siloe,Vegetación secundaria o transición,Amenaza alta,Formacion Guachinte,14.0,197.0,366.0,583.0,746.0,908
3/22/2021,-76.556389,3.428031,1082.825317,72.88136291,K 40B Oeste,San Francisco- Siloe,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,14.0,197.0,366.0,583.0,746.0,908
3/24/2021,-76.564031,3.419567,1030.766602,8.802410126,C 13 Oeste No. 53 - 13,Brisas de Mayo - Sector Pascualito,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.5644,3.41988,1038.181641,23.54843712,C 52 B K 13 Oeste,Brisas de Mayo- sector Pascualito,Otras superficies artificiales sin construcción,Riesgo alto,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.5537,3.4205,985.7921143,22.61143303,Calle 5 oeste # 43-80,Siloe - Guayabales,Zonas urbanas continuas,Riesgo bajo,Cono aluvial rio Melendez,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.556,3.4263,1058.767822,58.13680649,Cra 42 oeste # 5a-46,Siloe Guayabales,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.5553,3.4217,1035.321289,39.94425201,Calle 5a oeste # 45-42,Siloe - Guayabales,Zonas urbanas continuas,Riesgo medio,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.5558,3.4221,1050.234009,38.97969055,Calle 5 oeste # 44-58,Siloe - Guayabales,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.554,3.4202,992.0523682,7.066198826,Cale 5c oeste # 43-47,Siloe - Guayabales,Zonas urbanas continuas,Riesgo medio,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.5554,3.4216,1028.809448,28.11426735,Calle 5 # 44b oeste,Siloe - Guayabales,Zonas urbanas continuas,Riesgo medio,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.5655,3.423,1119.420654,14.5745039,K 46A Oeste # 22-69,La Sultana,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.560883,3.418993,1005.689575,7.860470295,K 50 E # 9 - 56,Lleras Camargo,Zonas urbanas continuas,Riesgo medio,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.562801,3.423021,1099.144043,32.94013596,C 19A # 46A-31,Lleras Camargo - Egipto,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.560522,3.423884,1168.942139,31.05699348,C 12 # 46 - 35,Lleras Camargo,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.563192,3.422841,1095.604126,55.06616974,K 46 # 19A - 21,Lleras Camargo - Egipto,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.560453,3.420126,1039.797974,62.4753952,K 50A Oeste # 9 - 26,Lleras Camargo - Los Chorritos,Zonas urbanas continuas,Riesgo medio,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.629612,3.422877,1980.429199,94.63062286,C 46 Oeste #19 - 09,Lleras Camargo - Egipto,Pasto cultivado arbolado,Riesgo bajo,Formacion Volcanica,0.0,115.0,254.0,361.0,487.0,596
3/24/2021,-76.563222,3.418576,1005.251648,27.42802048,C 18A Oeste # 50E -24,Lleras Camargo,Zonas urbanas continuas,Riesgo medio,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.5617,3.42248,1104.730347,44.53593826,K 48 Oeste # 14-21,Lleras Camargo,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.560401,3.421047,1073.489014,37.33312225,C 9 Oeste # 49b - 28,Lleras Camargo - Los Chorritos,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.55782,3.4196,1073.932739,75.06591797,Calle 6 D oeste No 49 - 87,Pomos Silo�,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.55745,3.41955,1046.072998,58.7633934,Calle 6 Bis oeste No 49 B - 36,Pomos Silo�,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.5571,3.4199,1043.582886,42.15626144,Calle 6 C bis oeste No. 49 B - 09,Tierra Blanca,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.55708,3.41997,1044.863525,35.90003967,Carrera 49 B No 6 C bis 28,Siloe Mirador,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.55788,3.41807,1013.982971,37.01368332,Calle 6 D oeste No 49 B 81,Pomos Silo�,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,0.4,69.2,194.8,316.2,381.4,530
3/24/2021,-76.55771,3.41915,1049.551514,74.08016205,Calle 6 G oeste No 49 B - 91,Pomos Silo�,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.55719,3.41878,1009.557617,61.09376144,Calle 6 B bis oeste No 51 - 29,Pomos Silo�,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.55789,3.41929,1063.869141,42.99794006,Calle 6 B oeste No 51 A 46,Pomos Silo�,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.55726,3.41879,1012.722534,58.26332855,Calle 6 B oeste No 50 - 21,Pomos Silo�,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.55715,3.41897,1013.021484,29.17407036,Calle 6 B oeste No 51 - 17,Pomos Silo�,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
3/24/2021,-76.55815,3.41771,1015.472412,52.4895134,Calle 6 B oeste No 50 - 16,Pomos Silo�,Zonas urbanas continuas,Riesgo alto,Formacion Volcanica,0.4,69.2,194.8,316.2,381.4,530
3/24/2021,-76.55696,3.41943,1020.119873,31.09327126,Calle 6 B oeste No 49 B - 35,Pomos Silo�,Zonas urbanas continuas,Riesgo bajo,Formacion Volcanica,0.0,182.0,244.0,566.0,735.0,878
