ELEVACION,PENDIENT,zonificacion,Nomenclatura_del_Suelo,tipo_geologia,24h,7d,10d,15d,30d,60d,90d,deslizamientos
1466.376099,78.8526001,Amenaza media,Zonas urbanas discontinuas,Lateritas Formacion Volcanica,16.0,235.0,287.0,344.0,510.0,670.0,843.0,1
1714.819214,14.39176178,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,11.0,88.0,89.0,102.0,133.0,191.0,237.0,0
995.7229614,9.25279808,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,14.2,14.6,19.4,69.0,169.6,385.2,0
1386.967896,18.28783607,Amenaza baja,Bosque mixto denso alto de tierra firme,Formacion Volcanica,3.0,74.0,74.0,111.0,198.0,428.0,579.0,0
1013.586792,19.63746071,Amenaza baja,Pasto cultivado,Formacion Jamundi,0.0,7.0,10.0,26.0,38.0,102.0,288.0,0
989.3607788,8.260444641,Riesgo bajo,Zonas urbanas continuas,Lateritas Formacion Volcanica,0.0,2.3,13.1,13.1,29.3,39.4,205.0,0
980.6251831,6.794887066,Riesgo bajo,Zonas urbanas continuas,Depositos aluviales,1.0,70.2,113.0,209.0,336.2,382.4,485.0,1
1084.345215,32.86863709,Riesgo alto,Otras superficies artificiales sin construcción,Formacion Volcanica,0.0,18.0,172.0,225.0,471.0,753.0,859.0,1
1016.936218,32.45767975,Amenaza media,Pasto cultivado arbolado,Lateritas Formacion Volcanica,10.8,92.6,105.0,184.2,253.8,285.8,432.0,1
1207.314087,24.05542946,Amenaza baja,Vegetación secundaria o transición,Formacion Ferreira,0.0,2.4,2.4,9.9,23.3,208.2,353.9,0
1088.007324,34.29117203,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,104.0,184.0,260.0,446.0,553.0,711.0,1
991.1411133,2.978758097,Amenaza baja,Bosque mixto denso bajo de tierra firme,Formacion Volcanica,1.2,100.8,113.0,205.0,315.2,386.6,530.0,1
1098.065552,5.118289471,Amenaza baja,Bosque mixto denso bajo de tierra firme,Formacion Jamundi,0.0,0.0,0.2,0.4,68.6,78.4,147.0,0
1092.497437,25.2849369,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.4,27.8,28.0,99.6,177.6,212.6,271.0,1
1100.818359,18.8816433,Riesgo medio,Zonas urbanas continuas,Formacion Guachinte,7.6,83.5,110.0,213.5,343.7,452.1,531.0,1
1029.955933,11.42929649,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,77.0,80.0,82.0,239.0,408.0,507.0,0
1011.331299,10.2058382,Amenaza baja,Pasto cultivado arbolado,Cono aluvial 2 rio Pance,1.0,3.0,3.0,3.0,46.0,350.3,499.3,0
1041.53125,40.74066162,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,13.0,124.0,143.0,263.0,365.0,453.0,642.0,1
1086.55542,89.61319733,Riesgo alto,Zonas urbanas continuas,Formacion Guachinte,9.5,91.2,117.0,215.4,266.2,331.3,434.0,1
1606.524536,34.39270782,Riesgo bajo,Zonas urbanas discontinuas,Formacion Volcanica,0.0,26.0,42.0,53.0,93.0,198.0,293.0,1
1034.578247,49.856987,Riesgo bajo,Otras superficies artificiales sin construcción,Formacion Volcanica,0.0,0.2,48.0,47.8,135.2,268.4,449.0,1
1903.744263,51.66565323,Amenaza media,Misceláneo de pastos y cultivos,Formacion Volcanica,0.2,56.8,101.0,132.4,168.4,276.6,358.0,1
1002.20575,6.230312824,Riesgo bajo,Zonas urbanas continuas,Formacion Guachinte,0.0,82.0,82.0,89.0,201.0,302.0,377.0,0
1136.967163,23.96552658,Riesgo bajo,Zonas urbanas continuas,Lateritas Formacion Volcanica,1.6,105.4,114.0,207.6,269.0,346.8,442.0,1
1069.631226,29.58429146,Riesgo alto,Otras superficies artificiales sin construcción,Formacion Volcanica,55.0,130.0,130.0,231.0,333.0,443.0,629.0,1
1713.737305,45.85474014,Riesgo medio,Bosque mixto denso alto de tierra firme,Formacion Volcanica,0.0,70.4,139.0,155.9,262.7,521.4,622.0,1
1014.111572,14.92614555,Amenaza baja,Zonas urbanas continuas,Formacion Volcanica,8.0,127.0,210.0,210.0,339.0,606.0,757.0,1
1118.279175,63.00100327,Riesgo alto,Zonas urbanas continuas,Formacion Guachinte,24.4,114.8,139.0,165.2,262.6,371.2,449.0,1
1061.592041,75.71679688,Riesgo alto,Zonas urbanas continuas,Formacion Guachinte,6.3,23.7,24.0,26.4,57.5,283.6,551.0,1
1048.251831,83.09061432,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,14.0,56.0,143.0,233.0,428.0,592.0,750.0,1
1027.893188,64.39844513,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,1.2,100.8,113.0,205.0,315.2,386.6,530.0,1
1105.579712,55.01734161,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,4.0,171.0,173.0,315.0,458.0,540.0,698.0,1
1054.402344,50.16466141,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,54.0,54.0,54.0,83.0,231.0,331.0,1
1058.258057,16.14460564,Amenaza baja,Bosque mixto fragmentado con pastos y cultivos,Cono aluvial 1 rio Pance,0.0,0.7,3.1,3.1,22.9,104.8,332.1,0
988.4727783,6.417994499,Riesgo bajo,Zonas urbanas discontinuas,Formacion Volcanica,1.2,100.8,113.0,205.0,315.2,386.6,530.0,1
1048.873657,88.78195953,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,14.0,197.0,210.0,366.0,583.0,746.0,908.0,1
1020.119873,31.09327126,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,182.0,207.0,244.0,566.0,735.0,878.0,1
1072.048584,1.33028698,Riesgo bajo,Zonas urbanas continuas,Lateritas Formacion Volcanica,20.1,111.3,112.0,216.2,266.7,351.0,454.0,1
977.5150757,6.26645422,Riesgo bajo,Zonas urbanas continuas,Depositos aluviales,0.0,2.6,20.9,49.2,87.8,242.6,326.6,0
1034.130737,1.594659686,Amenaza baja,Pasto cultivado arbolado,Formacion Jamundi,0.0,0.0,7.7,46.5,49.8,80.5,103.1,0
1008.166992,6.83160305,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,0.0,0.0,0.4,0.5,8.8,20.2,0
990.3879395,26.0959053,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,18.0,42.0,211.0,430.0,753.0,859.0,1
1814.615479,12.78972626,Riesgo bajo,Pasto cultivado arbolado,Lateritas Formacion Volcanica,0.0,2.4,2.4,2.4,75.8,91.0,348.6,0
1141.054199,36.25120544,Riesgo bajo,Zonas urbanas discontinuas,Formacion Volcanica,0.0,16.4,36.0,93.4,93.6,171.0,445.4,0
1043.776978,8.848095894,Amenaza baja,Pasto cultivado enmalezado,Formacion Jamundi,0.0,0.0,0.0,4.0,58.0,68.0,315.0,0
1123.33252,21.8969059,Amenaza baja,Vegetación secundaria o transición,Formacion Volcanica,0.0,4.0,4.0,4.0,4.0,55.2,241.0,0
1305.648315,9.960211754,Riesgo bajo,Bosque mixto denso bajo de tierra firme,Lateritas Formacion Volcanica,0.0,6.0,21.0,24.0,24.0,188.0,630.0,0
1145.863403,6.560159683,Amenaza muy alta,Bosque mixto fragmentado con vegetación natural,Formacion Volcanica,0.0,168.0,207.0,239.0,571.0,735.0,845.0,1
982.5489502,3.632476807,Riesgo bajo,Bosque mixto denso alto de tierra firme,Formacion Volcanica,15.9,56.3,62.0,98.6,149.7,272.0,408.0,1
1198.076416,50.7545433,Riesgo bajo,Bosque mixto denso bajo de tierra firme,Lateritas Formacion Volcanica,0.0,16.3,35.2,42.4,102.8,188.5,294.2,0
1032.593384,43.2796936,Riesgo bajo,Zonas urbanas continuas,Lateritas Formacion Volcanica,0.0,0.0,0.3,2.5,3.9,57.1,146.3,0
1114.817261,70.794487,Riesgo alto,Zonas urbanas continuas,Formacion Guachinte,6.9,59.3,85.0,103.9,138.0,306.2,482.0,1
1634.224243,20.92413712,Riesgo medio,Otros cultivos arbustivos plantados abiertos,Lateritas Formacion Volcanica,5.0,74.0,91.0,102.0,182.0,272.0,364.0,1
1215.313477,10.8241148,Riesgo medio,Bosque mixto denso bajo de tierra firme,Lateritas Formacion Volcanica,0.0,78.0,111.0,130.0,219.0,503.0,771.0,1
1132.631348,17.75127792,Amenaza baja,Vegetación secundaria o transición,Formacion Volcanica,0.0,7.0,7.0,59.0,105.0,252.0,423.0,0
1066.44043,17.88010406,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,10.0,193.0,218.0,311.0,583.0,735.0,918.0,1
1313.153198,10.21830082,Riesgo bajo,Zonas urbanas discontinuas,Lateritas Formacion Volcanica,0.0,0.0,5.0,50.0,51.0,76.0,105.0,0
999.6237793,10.28762341,Amenaza baja,Pasto cultivado,Formacion Jamundi,0.0,12.0,14.0,23.0,60.0,69.0,292.0,0
1121.72583,27.09260368,Amenaza baja,Vegetación secundaria o transición,Formacion Volcanica,0.0,0.0,0.0,22.0,22.0,58.0,204.0,0
997.682312,10.48108673,Amenaza baja,Pasto cultivado arbolado,Cono aluvial 2 rio Pance,0.0,2.0,2.0,2.0,28.0,95.0,204.0,0
1056.373413,65.57022095,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,112.0,158.0,182.0,371.0,467.0,676.0,1
991.8106689,5.573441982,Riesgo bajo,Bosque mixto denso bajo de tierra firme,Formacion Volcanica,1.2,100.8,113.0,205.0,315.2,386.6,530.0,1
1056.17041,10.8923645,Amenaza baja,Pasto cultivado arbolado,Cono aluvial 1 rio Pance,0.0,45.0,45.0,53.4,89.1,259.8,356.9,0
1454.988159,9.572416306,Riesgo medio,Zonas urbanas continuas,Lateritas Formacion Volcanica,8.0,61.0,61.0,84.0,92.0,84.0,165.0,1
1058.767822,58.13680649,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,182.0,207.0,244.0,566.0,735.0,878.0,1
1013.021484,29.17407036,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,182.0,207.0,244.0,566.0,735.0,878.0,1
1054.134766,54.26916504,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,52.0,52.0,94.0,192.0,376.0,545.0,1
1086.934937,94.29418182,Riesgo bajo,Zonas urbanas discontinuas,Formacion Volcanica,0.0,78.3,105.0,137.7,178.0,318.2,374.0,1
1110.098755,26.96436882,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,13.0,172.0,200.0,238.0,551.0,753.0,861.0,1
1162.220459,12.44734573,Amenaza baja,Arbustal y matorral abierto alto de tierra firme,Formacion Jamundi,0.0,3.9,3.9,28.7,32.4,78.8,252.8,0
1070.023071,51.46220016,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,13.0,124.0,143.0,263.0,365.0,453.0,642.0,1
1016.029541,18.88672256,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,36.0,65.0,107.0,173.0,265.0,410.0,584.0,1
1042.460205,69.53762054,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,5.0,44.0,51.0,181.0,353.0,470.0,712.0,1
1112.95166,26.72960281,Amenaza baja,Otras superficies artificiales con construcción,Cono aluvial 1 rio Pance,0.0,69.1,119.0,205.0,275.1,326.7,377.5,0
1641.373657,14.47931862,Riesgo bajo,Misceláneo de cultivos y espacios naturales,Formacion Volcanica,0.0,0.0,0.0,2.8,44.2,239.0,433.4,0
979.0475464,10.77940559,Riesgo bajo,Zonas urbanas continuas,Lateritas Formacion Volcanica,0.0,0.0,0.0,0.0,3.3,54.0,121.8,0
1093.471436,44.93917084,Riesgo alto,Otras superficies artificiales sin construcción,Formacion Volcanica,0.0,104.0,184.0,260.0,446.0,553.0,711.0,1
1139.761597,10.25385761,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,79.0,79.0,139.0,247.0,277.0,425.0,1
1040.025391,18.59772682,Amenaza baja,Bosque mixto abierto bajo de tierra firme,Formacion Jamundi,0.0,2.0,2.0,3.0,29.0,85.0,204.0,0
996.9848633,17.28817558,Amenaza baja,Arbustal y matorral denso alto de tierra firme,Formacion Jamundi,0.0,0.0,10.0,44.0,78.0,128.0,295.0,0
1110.488647,38.64671707,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,0.0,0.0,0.0,8.4,92.6,221.4,0
1762.922119,8.18291378,Riesgo medio,Bosque mixto denso alto de tierra firme,Lateritas Formacion Volcanica,5.0,74.0,91.0,102.0,182.0,272.0,364.0,1
1043.530151,6.756033421,Amenaza baja,Bosque mixto denso bajo de tierra firme,Formacion Jamundi,0.0,0.6,25.4,46.2,69.0,111.4,197.6,0
1221.65979,16.74973679,Riesgo bajo,Zonas urbanas discontinuas,Lateritas Formacion Volcanica,18.0,82.0,99.0,109.0,522.0,743.0,896.0,1
1084.723267,43.7893486,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,4.0,171.0,173.0,315.0,458.0,540.0,698.0,1
1162.411255,3.305543661,Amenaza baja,Arbustal y matorral abierto alto de tierra firme,Formacion Jamundi,0.0,26.1,31.6,31.6,79.7,309.2,453.9,0
1001.018555,12.82371426,Riesgo bajo,Zonas urbanas continuas,Lateritas Formacion Volcanica,10.3,105.8,106.0,163.2,377.1,583.9,621.0,1
1478.984131,83.43863678,Amenaza media,Bosque mixto denso alto de tierra firme,Stock de Pance – Gabro hornblendico,0.0,14.2,61.0,89.0,327.0,466.4,572.0,1
1116.57373,60.08447266,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,4.0,171.0,173.0,315.0,458.0,540.0,698.0,1
1038.181641,23.54843712,Riesgo alto,Otras superficies artificiales sin construcción,Formacion Volcanica,0.0,182.0,207.0,244.0,566.0,735.0,878.0,1
1059.789795,9.321334839,Amenaza baja,Pasto cultivado arbolado,Cono aluvial 1 rio Pance,0.0,16.6,16.7,21.2,42.9,98.3,337.1,0
989.0897827,2.64323163,Riesgo bajo,Zonas urbanas discontinuas,Formacion Volcanica,0.0,125.9,143.0,163.8,186.5,388.5,472.0,1
1002.927063,6.937963963,Amenaza baja,Pasto cultivado enmalezado,Cono aluvial 2 rio Pance,0.0,66.0,89.0,103.0,114.0,445.0,503.0,0
1041.329834,73.14862061,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,2.0,173.0,173.0,296.0,432.0,542.0,700.0,1
1106.881714,27.89746475,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,95.0,95.0,113.0,357.0,848.0,873.0,1
976.93573,10.76036072,Riesgo bajo,Otras superficies artificiales sin construcción,Depositos aluviales,0.0,0.0,22.2,24.1,24.2,137.9,326.9,0
1073.932739,75.06591797,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,182.0,207.0,244.0,566.0,735.0,878.0,1
1095.298096,13.20307255,Amenaza baja,Bosque mixto denso bajo de tierra firme,Formacion Jamundi,0.0,89.0,89.0,133.0,185.0,308.0,426.0,0
997.4215698,9.74136734,Amenaza baja,Pasto cultivado enmalezado,Formacion Jamundi,0.0,8.0,12.0,17.0,162.0,244.0,499.0,0
1112.904419,7.045378685,Riesgo bajo,Pasto cultivado,Formacion Volcanica,1.0,55.6,67.3,108.7,130.8,217.3,292.9,0
1158.298706,9.412157059,Riesgo bajo,Zonas urbanas discontinuas,Lateritas Formacion Volcanica,1.0,1.2,1.2,12.1,14.6,51.8,115.7,0
1145.077148,17.46041298,Amenaza baja,Bosque mixto denso bajo de tierra firme,Formacion Jamundi,0.0,0.0,3.3,3.3,8.2,36.7,88.0,0
1086.830078,53.13663864,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,14.0,56.0,143.0,233.0,428.0,592.0,750.0,1
1109.522949,13.98766136,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,10.0,193.0,218.0,311.0,583.0,735.0,918.0,1
1112.053223,14.38232422,Amenaza baja,Bosque mixto fragmentado con pastos y cultivos,Formacion Ferreira,0.0,3.3,3.3,4.3,8.2,44.2,93.4,0
1077.251587,32.37542343,Riesgo bajo,Zonas urbanas discontinuas,Lateritas Formacion Volcanica,0.0,3.9,3.9,13.1,30.0,54.1,247.2,0
1189.193237,55.42061234,Riesgo bajo,Zonas urbanas discontinuas,Lateritas Formacion Volcanica,0.0,17.9,22.3,41.1,70.2,249.0,363.0,0
1774.016602,20.66901779,Amenaza baja,Pasto cultivado,Formacion Volcanica,0.0,0.4,0.8,1.0,33.4,87.8,237.8,0
1654.762451,32.21852493,Amenaza media,Pasto cultivado,Formacion Volcanica,11.0,30.6,56.0,88.6,154.2,279.6,424.0,1
1064.98291,55.21465302,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,52.0,52.0,64.0,121.0,200.0,227.0,1
998.8848877,15.79623604,Riesgo bajo,Zonas urbanas discontinuas,Lateritas Formacion Volcanica,0.0,0.6,6.5,21.7,34.0,86.4,225.1,0
1005.689575,7.860470295,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,0.0,182.0,207.0,244.0,566.0,735.0,878.0,1
1729.407593,30.59772873,Amenaza baja,Bosque mixto denso alto de tierra firme,Lateritas Formacion Volcanica,6.0,129.0,202.0,222.0,245.0,431.0,644.0,0
977.6685791,9.261695862,Riesgo bajo,Zonas urbanas continuas,Cono aluvial rio Melendez,0.0,29.8,41.8,50.9,50.9,67.4,157.5,0
978.0981445,8.584516525,Riesgo bajo,Zonas urbanas continuas,Cono aluvial rio Melendez,0.0,0.2,0.2,12.2,13.4,28.6,173.7,0
1054.556152,9.521448135,Riesgo bajo,Zonas urbanas discontinuas,Formacion Volcanica,6.0,33.0,33.1,43.5,88.0,176.3,262.1,0
1534.2229,41.36561966,Riesgo bajo,Bosque mixto denso alto de tierra firme,Lateritas Formacion Volcanica,4.0,127.0,127.0,201.0,288.0,346.0,451.0,1
1093.286377,68.18556213,Amenaza alta,Vegetación secundaria o transición,Formacion Volcanica,0.0,0.0,3.0,94.0,216.0,401.0,624.0,1
989.0836792,14.60753632,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,22.2,24.1,24.1,26.7,172.3,346.8,0
1026.406372,18.01449966,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,0.2,118.6,234.0,324.4,475.2,631.2,780.0,1
1078.86853,45.676754,Riesgo bajo,Vegetación secundaria o transición,Formacion Volcanica,0.0,0.4,1.7,9.4,46.8,77.5,112.9,0
1066.859985,80.13278961,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,10.0,167.0,188.0,313.0,456.0,536.0,694.0,1
1045.576538,12.03397751,Amenaza baja,Zonas urbanas continuas,Formacion Volcanica,0.0,7.4,11.6,20.6,24.2,60.0,91.6,0
993.4919434,20.03730774,Riesgo bajo,Zonas urbanas continuas,Lateritas Formacion Volcanica,0.0,2.2,2.2,3.3,34.4,103.8,235.5,0
1039.853149,44.37932968,Riesgo alto,Otras superficies artificiales sin construcción,Formacion Volcanica,4.0,64.0,80.0,367.0,562.0,606.0,764.0,1
1051.544556,23.05587387,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,66.6,113.0,192.4,277.4,580.2,900.0,1
1132.690186,31.08509064,Amenaza baja,Bosque mixto denso bajo de tierra firme,Formacion Jamundi,0.0,0.2,21.8,28.8,51.8,178.6,340.8,0
1115.841187,13.69638252,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,10.0,193.0,218.0,311.0,583.0,735.0,918.0,1
1098.094482,16.83687592,Amenaza baja,Pasto cultivado arbolado,Formacion Jamundi,0.0,0.0,2.0,6.0,7.0,77.0,262.0,0
1062.715698,10.22785187,Amenaza baja,Bosque mixto fragmentado con pastos y cultivos,Lateritas Formacion Volcanica,2.0,3.9,8.8,28.7,32.4,78.8,259.1,0
1015.724304,54.32753372,Riesgo bajo,Zonas urbanas discontinuas,Formacion Volcanica,0.0,0.0,0.0,1.2,25.3,38.9,232.8,0
1012.49292,3.488126755,Amenaza baja,Pasto cultivado arbolado,Cono aluvial 2 rio Pance,0.0,13.0,19.0,25.0,61.0,160.0,368.0,0
993.5454712,35.23296738,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,4.0,171.0,173.0,315.0,458.0,540.0,698.0,1
991.6612549,27.29080963,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,1.2,100.8,113.0,205.0,315.2,386.6,530.0,1
1063.224121,59.17889404,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,182.0,207.0,244.0,566.0,735.0,878.0,1
981.3627319,7.350065708,Riesgo bajo,Otras superficies artificiales con construcción,Lateritas Formacion Volcanica,0.0,0.0,0.0,0.3,3.3,54.0,140.8,0
1048.365112,24.33044243,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,42.0,107.0,113.0,189.0,202.0,466.0,688.0,1
1055.716187,65.0245285,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,14.0,197.0,210.0,366.0,583.0,746.0,908.0,1
1215.078613,31.43389893,Riesgo bajo,Bosque mixto fragmentado con vegetación natural,Lateritas Formacion Volcanica,0.0,7.0,7.0,27.0,36.0,36.0,68.0,0
978.6077881,5.929447651,Amenaza baja,Otras superficies artificiales sin construcción,Formacion Volcanica,0.0,22.2,24.1,24.1,26.7,172.3,346.8,0
1432.014038,61.85525513,Riesgo bajo,Misceláneo de cultivos y espacios naturales,Formacion Volcanica,4.4,74.6,89.0,145.6,296.2,467.6,656.0,1
1006.680603,53.83190155,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,1.2,100.8,113.0,205.0,315.2,386.6,530.0,1
1142.194702,47.66550064,Riesgo bajo,Zonas urbanas continuas,Lateritas Formacion Volcanica,20.1,111.3,112.0,216.2,266.7,351.0,454.0,1
1758.947754,20.22131538,Riesgo bajo,Zonas urbanas continuas,Lateritas Formacion Volcanica,0.0,70.4,139.0,155.9,262.7,521.4,622.0,1
1047.817993,3.381697178,Amenaza baja,Otras superficies artificiales con construcción,Cono aluvial 2 rio Pance,0.0,1.4,46.5,46.5,50.8,80.6,103.2,0
1106.866943,15.82140446,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,10.0,193.0,218.0,311.0,583.0,735.0,918.0,1
1046.111572,15.88568878,Riesgo medio,Zonas urbanas continuas,Formacion Guachinte,6.3,84.9,93.0,173.1,368.4,446.1,536.0,1
1115.267212,61.28576279,Riesgo bajo,Zonas urbanas continuas,Lateritas Formacion Volcanica,7.5,50.4,101.0,137.5,227.5,401.8,530.0,1
1022.747253,11.76323891,Amenaza baja,Arbustal y matorral abierto bajo de tierra firme,Formacion Jamundi,0.0,44.4,47.6,100.7,303.7,508.1,622.3,0
1779.751709,33.93012619,Riesgo bajo,Pasto cultivado arbolado,Lateritas Formacion Volcanica,0.0,0.0,0.0,70.2,77.8,278.2,499.4,0
975.3961182,4.22939539,Riesgo bajo,Otras superficies artificiales sin construcción,Cono aluvial rio Melendez,3.0,13.3,101.8,114.0,114.0,117.9,207.1,0
1076.748779,57.82915878,Riesgo alto,Zonas urbanas continuas,Formacion Guachinte,24.4,114.8,139.0,165.2,262.6,371.2,449.0,1
1010.412231,10.90186024,Amenaza baja,Pasto cultivado,Formacion Jamundi,0.0,12.0,32.0,46.0,47.0,210.0,261.0,0
1129.010132,32.16088104,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,31.0,98.0,102.0,102.0,139.0,304.0,505.0,1
1939.212646,76.11689758,Amenaza media,Bosque mixto denso alto de tierra firme,Formacion Volcanica,8.0,43.0,72.0,99.0,188.0,269.0,335.0,1
1067.65564,13.21183777,Amenaza baja,Bosque mixto denso bajo de tierra firme,Formacion Jamundi,1.0,22.0,24.0,24.0,39.0,45.0,88.0,0
1036.858398,65.21977997,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,14.0,56.0,143.0,233.0,428.0,592.0,750.0,1
989.9190674,11.59294796,Riesgo bajo,Zonas urbanas discontinuas,Formacion Volcanica,1.2,100.8,113.0,205.0,315.2,386.6,530.0,1
1066.22522,27.51220322,Amenaza media,Pasto cultivado enmalezado,Lateritas Formacion Volcanica,0.0,83.0,99.0,135.0,169.0,241.0,561.0,1
1047.14502,17.4618721,Riesgo bajo,Pasto cultivado,Lateritas Formacion Volcanica,1.0,1.2,1.3,25.1,25.4,123.7,272.6,0
1810.050293,46.94671631,Riesgo bajo,Pasto cultivado arbolado,Lateritas Formacion Volcanica,0.0,1.6,1.6,2.4,6.2,23.0,119.2,0
1047.137817,76.9421463,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,10.0,167.0,188.0,313.0,456.0,536.0,694.0,1
1085.460571,37.61511993,Riesgo alto,Otras superficies artificiales sin construcción,Formacion Volcanica,15.0,47.0,59.0,69.0,167.0,371.0,540.0,1
1075.41626,30.25352287,Riesgo alto,Otras superficies artificiales sin construcción,Formacion Volcanica,0.0,104.0,184.0,260.0,446.0,553.0,711.0,1
1067.897705,22.55916977,Amenaza baja,Bosque mixto fragmentado con vegetación natural,Cono aluvial 2 rio Pance,2.0,2.9,2.9,49.4,52.7,83.0,105.9,0
1181.661743,17.57177162,Amenaza baja,Bosque mixto abierto bajo de tierra firme,Cono aluvial 2 rio Pance,0.0,0.0,0.0,0.0,31.6,147.9,380.9,0
1010.28833,25.96040344,Riesgo bajo,Zonas urbanas continuas,Lateritas Formacion Volcanica,6.3,84.9,93.0,173.1,368.4,446.1,536.0,1
1056.040527,62.44022751,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,54.0,54.0,54.0,83.0,231.0,331.0,1
1469.027466,40.68317413,Amenaza muy alta,Zonas urbanas continuas,Lateritas Formacion Volcanica,3.0,10.0,10.0,11.0,20.0,23.0,133.0,1
1139.301025,27.18174362,Amenaza baja,Vegetación secundaria o transición,Formacion Ferreira,0.0,3.9,3.9,28.7,32.4,78.8,252.8,0
1015.00885,10.10603619,Riesgo bajo,Bosque mixto denso bajo de tierra firme,Cono aluvial 1 rio Pance,0.0,0.0,3.9,3.9,29.8,53.1,143.1,0
1009.395264,51.85485458,Amenaza baja,Zonas urbanas continuas,Lateritas Formacion Volcanica,6.7,95.5,128.0,187.2,370.2,573.6,611.0,1
1095.604126,55.06616974,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,182.0,207.0,244.0,566.0,735.0,878.0,1
1102.062256,31.51209068,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,10.0,193.0,218.0,311.0,583.0,735.0,918.0,1
1681.765259,41.24684143,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,54.4,54.0,74.0,138.4,366.2,413.0,1
1119.235596,38.73345566,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,42.0,186.0,236.0,521.0,753.0,859.0,1
1041.403198,13.70827961,Riesgo bajo,Zonas urbanas continuas,Lateritas Formacion Volcanica,1.2,100.8,113.0,205.0,315.2,386.6,530.0,1
975.1322021,18.00046349,Riesgo bajo,Zonas urbanas continuas,Cono aluvial rio Melendez,63.0,87.0,113.0,187.0,267.0,382.0,516.0,1
1050.93457,5.422102451,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,10.0,167.0,188.0,313.0,456.0,536.0,694.0,1
1251.703491,16.0185318,Riesgo bajo,Misceláneo de cultivos y espacios naturales,Lateritas Formacion Volcanica,0.0,2.0,32.0,63.0,319.0,645.0,869.0,0
1080.574585,41.82442856,Amenaza alta,Bosque mixto denso bajo de tierra firme,Formacion Guachinte,7.6,83.5,110.0,213.5,343.7,452.1,531.0,1
1161.064697,41.83205795,Riesgo bajo,Zonas urbanas continuas,Lateritas Formacion Volcanica,9.0,111.9,119.0,130.4,196.7,314.9,427.0,1
1069.822876,44.59360123,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,0.0,182.0,207.0,244.0,566.0,735.0,878.0,1
